TYPE,SUBLOCALITY,PRICE,PROPERTYSQFT,BEDS,BATH
Co-op for sale,Brooklyn,279000,750.0,1,1.0
Condo for sale,Brooklyn,528000,602.0,1,1.0
Multi-family home for sale,Staten Island,1299888,3156.0,11,4.0
Condo for sale,Brooklyn,1165000,815.0,1,1.0
Multi-family home for sale,Richmond County,1199000,3290.0,6,5.0
Multi-family home for sale,Bronx,700000,3053.0,6,2.0
Multi-family home for sale,Kings County,2150000,3200.0,8,4.0
Multi-family home for sale,Queens,1280000,2460.0,7,5.0
Multi-family home for sale,Queens,699000,1591.0,4,3.0
Co-op for sale,New York,4250000,2400.0,3,2.0
Condo for sale,Staten Island,329000,837.0,2,1.0
Multi-family home for sale,Richmond County,889000,1520.0,2,2.0
Multi-family home for sale,Kings County,1200000,2536.0,4,2.0
Co-op for sale,Staten Island,220500,900.0,2,1.0
Multi-family home for sale,Kings County,1999000,2739.0,3,3.0
Co-op for sale,Manhattan,3250000,1300.0,2,2.0
Condo for sale,Brooklyn,1650000,1267.0,2,2.0
Multi-family home for sale,Richmond County,1049000,2554.0,4,4.0
House for sale,Richmond County,998800,2400.0,3,4.0
House for sale,New York,998800,2400.0,3,4.0
For sale,Brooklyn,3150000,1952.0,3,2.0
Co-op for sale,Brooklyn,559500,800.0,1,1.0
Co-op for sale,New York,750000,835.0,1,1.0
Condo for sale,New York,1900000,1029.0,2,2.0
Condo for sale,Brooklyn,1250000,1201.0,2,2.0
Condo for sale,Brooklyn,1395000,1182.0,2,2.0
Contingent,Richmond County,619888,1400.0,3,2.0
Multi-family home for sale,Richmond County,1489000,3780.0,6,4.0
Townhouse for sale,New York,65000000,15200.0,3,6.0
Condo for sale,Kings County,1595000,1413.0,3,3.0
Condo for sale,Kings County,655000,803.0,3,2.0
Condo for sale,Brooklyn,1175000,1115.0,2,2.0
Multi-family home for sale,Queens,2880000,2350.0,9,4.0
Multi-family home for sale,Richmond County,798000,2150.0,3,4.0
Condo for sale,New York,31000000,4492.0,3,4.0
Condo for sale,New York,1650000,1065.0,2,2.0
Condo for sale,New York,1650000,1065.0,2,2.0
Townhouse for sale,New York,12950000,3344.0,5,4.0
Condo for sale,New York,5750000,2223.0,3,2.0
Pending,Queens,950000,3384.0,6,2.0
House for sale,Richmond County,585000,1100.0,3,2.0
House for sale,Kings County,595000,1316.0,3,1.0
Condo for sale,New York,215000,625.0,1,1.0
For sale,New York,950000,621.0,1,1.0
House for sale,Kings County,314000,1572.0,3,1.0
Condo for sale,New York,395000,1000.0,5,1.0
Multi-family home for sale,Richmond County,790000,2520.0,6,3.0
Co-op for sale,Brooklyn,539000,1100.0,2,2.0
Co-op for sale,The Bronx,1295000,1995.0,4,2.0
House for sale,Bronx,400000,2385.0,7,3.0
House for sale,New York,55000000,12000.0,8,8.0
Co-op for sale,Brooklyn,280000,1000.0,1,1.0
House for sale,Richmond County,899000,1440.0,3,2.0
For sale,New York,2280000,1400.0,2,2.0
House for sale,Richmond County,1495000,3000.0,4,4.0
House for sale,Kings County,3950000,3528.0,5,2.0
Condo for sale,New York,325000,979.0,2,1.0
Townhouse for sale,New York,2695000,4720.0,6,5.0
Pending,Kings County,4800000,3958.0,6,4.0
House for sale,Richmond County,694000,1360.0,3,3.0
House for sale,Bronx,688888,2846.0,4,2.0
House for sale,Kings County,400000,1980.0,4,2.0
House for sale,Kings County,400000,1980.0,4,2.0
House for sale,Richmond County,319000,1224.0,3,2.0
House for sale,New York,1100000,3276.0,9,4.0
House for sale,Queens,650000,1522.0,3,2.0
House for sale,Richmond County,799000,1975.0,4,2.0
Co-op for sale,Bronx,259000,1089.0,3,2.0
House for sale,Richmond County,1195000,2704.0,4,4.0
Condo for sale,New York,17500000,5499.0,5,6.0
Condo for sale,Staten Island,189000,966.0,2,2.0
Condo for sale,Queens,759000,1200.0,3,2.0
Condo for sale,New York,499000,630.0,1,1.0
Co-op for sale,Bronx,69900,700.0,2,1.0
Multi-family home for sale,Queens,1150000,5508.0,12,6.0
Foreclosure,New York,1749900,3740.0,5,4.0
Co-op for sale,Queens,1399000,1993.0,3,4.0
Condo for sale,Queens,649000,1182.0,3,2.0
House for sale,Bronx,499000,1760.0,5,2.0
Multi-family home for sale,Bronx,1050000,3132.0,5,4.0
Townhouse for sale,New York,5000000,6425.0,10,9.0
Pending,Richmond County,90000,660.0,1,1.0
House for sale,New York,56000000,24000.0,11,10.0
Townhouse for sale,Bronx,650000,1638.0,3,2.0
Condo for sale,New York,500000,1794.0,4,3.0
House for sale,Richmond County,350000,490.0,2,1.0
Co-op for sale,The Bronx,90000,450.0,1,1.0
For sale,New York,1740000,1132.0,2,2.0
House for sale,Queens,650000,2244.0,4,2.0
House for sale,Richmond County,1165000,3500.0,3,4.0
House for sale,Richmond County,729900,1150.0,3,2.0
House for sale,Kings County,1880000,3150.0,3,4.0
Co-op for sale,Queens,449000,1549.0,2,2.0
House for sale,Queens,1175000,2250.0,3,2.0
Condo for sale,Manhattan,2000000,2000.0,3,2.0
House for sale,Richmond County,2800000,8333.0,4,6.0
House for sale,Queens,2600000,3024.0,5,4.0
Townhouse for sale,New York,3500000,6000.0,6,6.0
House for sale,Kings County,675000,2400.0,3,2.0
House for sale,Richmond County,879000,1238.0,4,2.0
Townhouse for sale,Kings County,2400000,1892.0,4,2.0
House for sale,Queens,1730000,3024.0,6,4.0
House for sale,Queens,2500000,1450.0,5,4.0
House for sale,Richmond County,998000,2000.0,4,4.0
House for sale,Richmond County,1195000,2688.0,4,4.0
House for sale,Kings County,1649000,2052.0,3,2.0
House for sale,Richmond County,955000,2100.0,4,4.0
House for sale,Queens,880000,1743.0,3,2.0
Townhouse for sale,New York,39995000,10582.0,4,6.0
Contingent,Richmond County,899999,1784.0,3,2.0
Condo for sale,Queens,198000,750.0,1,1.0
House for sale,Bronx,549000,496.0,5,3.0
House for sale,Kings County,1088888,1320.0,3,4.0
House for sale,Bronx,888000,2686.0,4,2.0
For sale,New York,65000,230.0,3,1.0
Coming Soon,Kings County,1695000,2250.0,5,2.0
House for sale,Queens,2499000,4100.0,5,4.0
Townhouse for sale,Kings County,1970000,2508.0,4,4.0
House for sale,Richmond County,689000,1248.0,3,2.0
House for sale,Richmond County,649999,1440.0,3,2.0
House for sale,Richmond County,669000,864.0,3,2.0
House for sale,Kings County,800000,825.0,3,2.0
For sale,Kings County,2400000,6688.0,6,6.0
House for sale,Richmond County,390000,586.0,2,1.0
House for sale,Richmond County,1450000,2700.0,4,4.0
Condo for sale,Brooklyn,725000,792.0,2,2.0
Co-op for sale,Kings County,459000,1250.0,3,2.0
House for sale,Richmond County,689999,1008.0,3,2.0
Co-op for sale,Queens,425000,1405.0,3,2.0
House for sale,New York,10000000,6800.0,5,4.0
Multi-family home for sale,Kings County,1499000,3519.0,9,6.0
Co-op for sale,Queens,425000,1405.0,3,2.0
Multi-family home for sale,Kings County,1499000,3519.0,9,6.0
House for sale,Richmond County,519000,1480.0,3,2.0
Townhouse for sale,New York,29200000,11638.0,12,10.0
Co-op for sale,Brooklyn,498000,975.0,2,1.0
Co-op for sale,Queens,385000,900.0,1,2.0
Multi-family home for sale,Bronx,999000,3144.0,6,2.0
Contingent,Richmond County,599000,2800.0,4,4.0
House for sale,New York,829888,1800.0,4,2.0
Townhouse for sale,Richmond County,699998,1548.0,3,2.0
House for sale,Bronx,999000,1280.0,6,2.0
Co-op for sale,Queens,265000,700.0,1,1.0
Co-op for sale,Brooklyn,288000,845.0,1,1.0
Co-op for sale,New York,999995,1750.0,3,2.0
Co-op for sale,New York,1495000,1350.0,2,2.0
Co-op for sale,New York,925000,1000.0,1,1.0
Condo for sale,New York,2000000,3000.0,4,4.0
Condo for sale,Kings County,839000,1376.0,3,2.0
Co-op for sale,Queens,329000,820.0,1,1.0
Multi-family home for sale,Bronx,899000,3683.0,6,3.0
Condo for sale,New York,800000,1257.0,2,2.0
Condo for sale,Staten Island,430000,1248.0,2,2.0
Contingent,Richmond County,499000,1288.0,3,2.0
Co-op for sale,Queens,439500,1400.0,3,2.0
House for sale,Richmond County,2580000,6493.0,8,6.0
Condo for sale,Bronx,200000,613.0,1,1.0
Co-op for sale,The Bronx,69000,850.0,1,1.0
Condo for sale,New York,1995000,1546.0,3,2.0
Co-op for sale,New York,230000,620.0,1,1.0
Co-op for sale,Queens,220000,590.0,1,1.0
Co-op for sale,New York,475000,615.0,1,1.0
House for sale,Richmond County,1150000,1444.0,2,2.0
Condo for sale,The Bronx,320000,936.0,2,2.0
Co-op for sale,Brooklyn,295000,700.0,2,1.0
Condo for sale,The Bronx,285000,1000.0,2,1.0
Co-op for sale,Queens,328000,800.0,1,1.0
Multi-family home for sale,Bronx,650000,2310.0,6,2.0
Condo for sale,New York,1100000,890.0,1,2.0
Townhouse for sale,Kings County,2649000,4050.0,5,4.0
Co-op for sale,Brooklyn,849000,800.0,2,1.0
Co-op for sale,New York,560000,550.0,3,1.0
Condo for sale,New York,1100000,890.0,1,2.0
Townhouse for sale,Kings County,2649000,4050.0,5,4.0
Co-op for sale,Brooklyn,849000,800.0,2,1.0
Co-op for sale,Brooklyn,418888,900.0,2,1.0
Multi-family home for sale,Kings County,2600000,3978.0,3,3.0
Multi-family home for sale,Bronx,899000,2160.0,8,2.0
Multi-family home for sale,Kings County,979000,2860.0,8,3.0
Condo for sale,New York,1025000,800.0,1,1.0
Condo for sale,New York,1375000,920.0,1,2.0
Condo for sale,New York,875000,1437.0,3,2.0
Multi-family home for sale,Kings County,1350000,3000.0,6,3.0
Multi-family home for sale,Richmond County,815156,2945.0,4,4.0
Multi-family home for sale,Kings County,1949000,2560.0,3,5.0
Multi-family home for sale,Queens,669000,1893.0,5,2.0
For sale,New York,899000,1100.0,3,1.0
Condo for sale,New York,1100000,726.0,1,1.0
Multi-family home for sale,New York,599000,1176.0,4,3.0
House for sale,Richmond County,2147483647,10000.0,7,6.0
Multi-family home for sale,Kings County,1350000,3383.0,10,5.0
House for sale,Kings County,799000,1800.0,5,3.0
House for sale,Richmond County,1599000,5600.0,5,3.0
House for sale,Richmond County,1299900,2755.0,4,4.0
Multi-family home for sale,Kings County,860000,2324.0,5,3.0
House for sale,Richmond County,765000,2205.0,3,4.0
Co-op for sale,Brooklyn,259000,750.0,1,1.0
Multi-family home for sale,Kings County,1500000,3135.0,8,3.0
Condo for sale,New York,850000,1005.0,2,2.0
Co-op for sale,Brooklyn,535000,750.0,1,1.0
Multi-family home for sale,Richmond County,849998,2342.0,4,2.0
Multi-family home for sale,Queens,998000,1574.0,5,3.0
Multi-family home for sale,Bronx,875000,2860.0,6,3.0
Condo for sale,New York,2350000,1144.0,1,2.0
Multi-family home for sale,Bronx,850000,1908.0,5,2.0
For sale,New York,4000000,2248.0,3,2.0
Condo for sale,New York,12000000,3809.0,4,4.0
For sale,New York,799000,585.0,3,1.0
Co-op for sale,New York,339000,250.0,3,1.0
Multi-family home for sale,Bronx,875000,2680.0,7,5.0
Multi-family home for sale,Bronx,799000,2296.0,7,2.0
Multi-family home for sale,Bronx,799000,2296.0,7,2.0
House for sale,Queens,285000,1380.0,2,1.0
Multi-family home for sale,Kings County,2499000,1340.0,5,4.0
Townhouse for sale,New York,795000,1440.0,4,2.0
House for sale,Queens,250000,1224.0,3,1.0
For sale,New York,5999000,3000.0,3,3.0
Pending,Queens,668000,1606.0,3,2.0
House for sale,Richmond County,699900,1470.0,3,2.0
Townhouse for sale,Kings County,5295000,4600.0,4,4.0
Condo for sale,New York,2265000,1123.0,2,2.0
Co-op for sale,Queens,459000,950.0,2,1.0
Multi-family home for sale,Richmond County,1369000,2900.0,4,4.0
Condo for sale,Manhattan,559000,679.0,1,1.0
House for sale,Richmond County,749000,1040.0,4,1.0
House for sale,New York,1295000,2193.0,3,4.0
Pending,Richmond County,879900,2242.0,3,2.0
Co-op for sale,Bronx,400000,1150.0,2,2.0
Condo for sale,Brooklyn,289000,666.0,1,1.0
Condo for sale,Brooklyn,699000,616.0,1,1.0
Foreclosure,Richmond County,479000,3100.0,6,2.0
Condo for sale,Brooklyn,1355000,1002.0,2,2.0
Condo for sale,Brooklyn,1225000,882.0,2,2.0
Foreclosure,New York,9999000,4531.0,4,6.0
Co-op for sale,The Bronx,105000,656.0,3,1.0
House for sale,New York,300000,952.0,3,1.0
Multi-family home for sale,Bronx,799000,2400.0,5,3.0
Co-op for sale,Queens,202000,1453.0,2,1.0
Contingent,Richmond County,720000,1430.0,3,2.0
Co-op for sale,Brooklyn,599000,1200.0,3,1.0
Condo for sale,Staten Island,235000,860.0,2,1.0
Co-op for sale,Queens,319000,960.0,3,1.0
House for sale,Richmond County,1250000,3300.0,4,4.0
House for sale,Richmond County,774888,960.0,3,2.0
Co-op for sale,The Bronx,105509,650.0,1,1.0
House for sale,Bronx,769000,1728.0,4,2.0
Co-op for sale,The Bronx,395995,1100.0,2,1.0
For sale,New York,975000,900.0,1,2.0
House for sale,Bronx,499999,1744.0,2,1.0
Pending,Richmond County,748999,1620.0,3,2.0
Co-op for sale,New York,149000,400.0,3,1.0
House for sale,Queens,1099000,1760.0,5,2.0
Multi-family home for sale,Queens,1529999,2400.0,6,5.0
House for sale,Richmond County,675000,1404.0,3,1.0
Townhouse for sale,Richmond County,559900,980.0,3,2.0
Land for sale,Queens,999000,950.0,3,2.0
House for sale,New York,2295000,3632.0,7,4.0
House for sale,Richmond County,1150000,3000.0,3,4.0
Townhouse for sale,Kings County,13995000,9026.0,7,6.0
Co-op for sale,Queens,235000,1400.0,3,2.0
House for sale,Kings County,215000,2000.0,4,2.0
Condo for sale,New York,7495000,2888.0,4,4.0
Townhouse for sale,Queens,2850000,4080.0,4,4.0
Co-op for sale,Bronx,215000,747.0,2,2.0
House for sale,Bronx,275000,1104.0,2,1.0
Multi-family home for sale,Richmond County,898000,2100.0,6,3.0
Co-op for sale,The Bronx,275000,900.0,2,1.0
House for sale,Queens,599000,1682.0,4,2.0
Condo for sale,Staten Island,189000,730.0,1,1.0
Multi-family home for sale,Richmond County,678990,1575.0,3,3.0
House for sale,Kings County,800000,1824.0,3,2.0
Condo for sale,Richmond County,549000,1092.0,3,2.0
House for sale,Richmond County,849000,2000.0,3,2.0
House for sale,Richmond County,130000,664.0,3,1.0
Contingent,Richmond County,489000,978.0,2,1.0
Multi-family home for sale,Kings County,799900,1750.0,5,2.0
Co-op for sale,Bronx,159000,1010.0,2,1.0
House for sale,Queens,999500,1144.0,3,2.0
Contingent,Richmond County,589000,2310.0,3,2.0
Condo for sale,Richmond County,329000,850.0,2,1.0
House for sale,Kings County,799000,1881.0,3,2.0
House for sale,Kings County,1188000,1580.0,4,2.0
House for sale,Bronx,729000,1400.0,3,2.0
Contingent,Richmond County,614900,1495.0,3,2.0
House for sale,Bronx,599000,1500.0,4,2.0
Condo for sale,Brooklyn,965000,540.0,3,1.0
Multi-family home for sale,Richmond County,1095000,2280.0,4,4.0
Condo for sale,New York,2295000,1242.0,2,2.0
Co-op for sale,The Bronx,49500,800.0,3,1.0
House for sale,Kings County,460000,2256.0,3,3.0
House for sale,Queens,1230250,1590.0,3,2.0
House for sale,Kings County,799999,1344.0,3,2.0
Multi-family home for sale,Kings County,1300000,4920.0,15,6.0
Condo for sale,Queens,749000,1300.0,2,2.0
House for sale,Richmond County,265000,660.0,2,1.0
House for sale,Queens,575000,900.0,2,1.0
Multi-family home for sale,Bronx,849000,2180.0,4,2.0
House for sale,Queens,875000,1214.0,2,2.0
House for sale,Richmond County,599999,1360.0,3,2.0
Pending,Richmond County,1188000,3840.0,4,4.0
Foreclosure,Richmond County,579900,2640.0,3,2.0
Multi-family home for sale,Queens,1295000,2440.0,4,3.0
House for sale,Kings County,250000,1376.0,3,1.0
Townhouse for sale,Queens,1648000,1751.0,3,4.0
House for sale,Queens,950000,1748.0,3,2.0
Pending,Queens,184888,500.0,3,1.0
Condo for sale,New York,399000,500.0,3,1.0
Co-op for sale,The Bronx,209000,1078.0,1,1.0
Co-op for sale,The Bronx,280000,1100.0,3,2.0
Multi-family home for sale,Richmond County,924800,2049.0,4,3.0
House for sale,Queens,1300000,2112.0,6,4.0
Multi-family home for sale,Richmond County,995000,2288.0,5,2.0
Condo for sale,New York,16500000,4105.0,5,4.0
Townhouse for sale,Richmond County,695000,1793.0,3,2.0
Condo for sale,New York,16500000,4105.0,5,4.0
Townhouse for sale,Richmond County,695000,1793.0,3,2.0
Multi-family home for sale,Queens,998000,1738.0,5,3.0
Multi-family home for sale,Richmond County,899000,1980.0,7,3.0
House for sale,Kings County,520000,1701.0,4,2.0
Co-op for sale,Brooklyn,215000,1100.0,3,1.0
Multi-family home for sale,Richmond County,1288000,2640.0,6,5.0
Co-op for sale,Queens,270000,900.0,2,2.0
Co-op for sale,The Bronx,375000,1200.0,2,2.0
House for sale,Bronx,5500000,9000.0,8,6.0
House for sale,Kings County,699000,2350.0,3,2.0
Condo for sale,New York,27750000,8139.0,7,8.0
House for sale,Queens,739000,1148.0,3,1.0
Multi-family home for sale,Bronx,425000,1700.0,3,2.0
Co-op for sale,Staten Island,300000,900.0,2,1.0
House for sale,Bronx,569000,1780.0,3,3.0
House for sale,Queens,789000,1273.0,5,3.0
Condo for sale,New York,10500000,2753.0,3,3.0
Co-op for sale,Brooklyn,350000,825.0,2,1.0
Pending,Kings County,5895000,6312.0,8,5.0
Townhouse for sale,Kings County,1499999,2264.0,4,2.0
House for sale,Kings County,924900,1404.0,3,2.0
Foreclosure,Bronx,560000,2318.0,4,2.0
Multi-family home for sale,Kings County,1998000,5100.0,12,8.0
Multi-family home for sale,Bronx,925000,2160.0,4,2.0
Condo for sale,Queens,699000,833.0,2,2.0
House for sale,Queens,900000,2700.0,4,4.0
Co-op for sale,Queens,369000,1470.0,1,1.0
House for sale,Bronx,609000,1620.0,3,2.0
Condo for sale,Queens,758000,1278.0,3,2.0
Condo for sale,Richmond County,728000,1890.0,3,2.0
House for sale,Kings County,314900,1200.0,3,3.0
House for sale,Queens,2848000,4443.0,6,6.0
House for sale,Queens,1298000,2046.0,3,2.0
Co-op for sale,Queens,1095000,2500.0,4,4.0
Condo for sale,Staten Island,434900,1286.0,3,2.0
Co-op for sale,The Bronx,375000,1350.0,2,2.0
Multi-family home for sale,Bronx,1375000,6000.0,14,8.0
Townhouse for sale,New York,4680000,2400.0,3,4.0
Co-op for sale,Queens,549000,1200.0,2,2.0
House for sale,Richmond County,549000,1400.0,3,1.0
House for sale,Queens,950000,1520.0,3,2.0
Townhouse for sale,New York,5600000,4917.0,6,6.0
Multi-family home for sale,Queens,1600000,3472.0,8,6.0
Townhouse for sale,New York,6995000,3912.0,5,4.0
House for sale,Queens,399000,1350.0,3,1.0
Pending,Brooklyn,529900,630.0,1,1.0
Townhouse for sale,Kings County,2200000,2385.0,6,3.0
Multi-family home for sale,Queens,898888,1550.0,5,2.0
House for sale,Richmond County,1250000,3427.0,5,4.0
Multi-family home for sale,Kings County,1188000,2240.0,3,2.0
Multi-family home for sale,Richmond County,869999,2080.0,5,3.0
Co-op for sale,Brooklyn,219000,1050.0,3,1.0
House for sale,Kings County,210000,1840.0,3,1.0
Co-op for sale,The Bronx,298000,1100.0,3,2.0
House for sale,Richmond County,1248888,3500.0,4,4.0
Pending,New York,1075000,955.0,2,2.0
Pending,Brooklyn,1695000,1572.0,2,2.0
Condo for sale,Kings County,3795000,1887.0,3,2.0
Foreclosure,Richmond County,249900,800.0,2,2.0
House for sale,Richmond County,650000,1152.0,4,1.0
Multi-family home for sale,Kings County,1650000,4320.0,9,5.0
Pending,New York,1600000,1100.0,2,2.0
Contingent,Staten Island,275000,900.0,2,1.0
House for sale,Bronx,700000,1620.0,3,2.0
Condo for sale,The Bronx,379000,704.0,1,2.0
House for sale,Kings County,1150000,1376.0,3,2.0
Co-op for sale,Queens,568888,1100.0,3,2.0
House for sale,Richmond County,1200000,2052.0,4,3.0
Foreclosure,Richmond County,899900,2550.0,3,3.0
Condo for sale,Queens,799999,1200.0,3,2.0
Foreclosure,Richmond County,750000,3098.0,4,3.0
House for sale,Richmond County,669999,1196.0,4,2.0
Contingent,Richmond County,575000,1200.0,2,1.0
House for sale,Richmond County,548800,1440.0,3,4.0
Townhouse for sale,New York,28500000,12300.0,7,9.0
House for sale,Kings County,950000,2200.0,4,2.0
Co-op for sale,New York,185000,600.0,2,1.0
House for sale,Queens,1688888,2364.0,4,3.0
House for sale,Kings County,950000,2200.0,4,2.0
House for sale,Queens,1688888,2364.0,4,3.0
House for sale,Richmond County,899000,2208.0,3,4.0
House for sale,New York,899000,1130.0,2,1.0
Co-op for sale,The Bronx,120000,600.0,2,1.0
Co-op for sale,The Bronx,229000,950.0,2,1.0
Multi-family home for sale,Kings County,3000000,11760.0,3,32.0
Multi-family home for sale,Kings County,1498000,2961.0,9,8.0
Condo for sale,New York,2000000,2000.0,4,3.0
Condo for sale,New York,50000000,6569.0,6,6.0
Pending,Richmond County,499000,1176.0,3,1.0
Multi-family home for sale,Bronx,800000,2202.0,6,3.0
Co-op for sale,Queens,239000,798.0,2,1.0
Townhouse for sale,New York,29950000,8750.0,10,13.0
House for sale,Richmond County,674999,1440.0,3,2.0
Townhouse for sale,Kings County,14000000,7200.0,5,4.0
House for sale,Queens,1228000,950.0,3,2.0
Condo for sale,Queens,880000,2400.0,4,4.0
House for sale,Queens,2998888,3800.0,5,6.0
Co-op for sale,The Bronx,175849,850.0,2,1.0
Multi-family home for sale,New York,499000,1445.0,3,2.0
Multi-family home for sale,Bronx,899975,1952.0,6,3.0
House for sale,Queens,1474000,2050.0,4,2.0
House for sale,Richmond County,2750000,6300.0,6,5.0
House for sale,Kings County,3999000,3428.0,3,2.0
House for sale,Queens,1288000,1700.0,4,2.0
Foreclosure,Kings County,499000,1428.0,4,2.0
House for sale,Richmond County,989000,2400.0,4,4.0
Contingent,Richmond County,1999999,4803.0,4,4.0
Townhouse for sale,New York,5990000,3750.0,4,4.0
Co-op for sale,New York,750000,1750.0,3,2.0
Multi-family home for sale,Bronx,865000,2464.0,6,3.0
